Entity,Code,Year,Biofuels Consumption - TWh - Total (zero filled),Solar Consumption - TWh (zero filled),Wind Consumption - TWh (zero filled),Hydro Consumption - TWh (zero filled),Nuclear Consumption - TWh (zero filled),Gas Consumption - TWh (zero filled),Coal Consumption - TWh (zero filled),Oil Consumption - TWh (zero filled),Geo Biomass Other - TWh (zero filled)
Kuwait,KWT,1990,0,0,0,0,0,39.805,0,51.68767028,0
Kuwait,KWT,1991,0,0,0,0,0,4.75,0,41.3706975,0
Kuwait,KWT,1992,0,0,0,0,0,24.89,0,56.78526611,0
Kuwait,KWT,1993,0,0,0,0,0,51.49,0,48.68290472,0
Kuwait,KWT,1994,0,0,0,0,0,56.715,0,60.21949972,0
Kuwait,KWT,1995,0,0,0,0,0,88.141,0,62.40875972,0
Kuwait,KWT,1996,0,0,0,0,0,88.369,0,60.65110083,0
Kuwait,KWT,1997,0,0,0,0,0,88.065,0,66.986255,0
Kuwait,KWT,1998,0,0,0,0,0,90.1645,0,100.8192061,0
Kuwait,KWT,1999,0,0,0,0,0,82.536,0,115.7291247,0
Kuwait,KWT,2000,0,0,0,0,0,91.2,0.000288889,120.7428547,0
Kuwait,KWT,2001,0,0,0,0,0,90.25,0.000755556,124.0545819,0
Kuwait,KWT,2002,0,0,0,0,0,82.745,0.003277778,144.0812858,0
Kuwait,KWT,2003,0,0,0,0,0,95,0.001088889,176.0896181,0
Kuwait,KWT,2004,0,0,0,0,0,103.55,0.000986111,199.2877314,0
Kuwait,KWT,2005,0,0,0,0,0,116.85,0,217.2430869,0
Kuwait,KWT,2006,0,0,0,0,0,117.895,0.027138889,203.2084881,0
Kuwait,KWT,2007,0,0,0,0,0,106.97,0.004611111,204.9856806,0
Kuwait,KWT,2008,0,0,0,0,0,120.65,0.007805556,217.0673642,0
Kuwait,KWT,2009,0,0,0,0,0,118.46113,0,224.4433072,0
Kuwait,KWT,2010,0,0,0,0,0,139.7553794,0.044709167,252.9956603,0
Kuwait,KWT,2011,0,0,0,0,0,158.5792547,0.157460833,244.898815,0
Kuwait,KWT,2012,0,0,0,0,0,175.3184122,0,244.3498856,0
Kuwait,KWT,2013,0,0.000466667,0,0,0,177.7039025,3.186327778,248.7318742,0
Kuwait,KWT,2014,0,0.008333333,0,0,0,178.7114317,2.532947222,255.3654658,0
Kuwait,KWT,2015,0,0.012888889,0,0,0,203.2270697,2.099680833,243.1573069,0
Kuwait,KWT,2016,0,0.122757222,0,0,0,211.4991339,2.588749444,234.5968661,0
Kuwait,KWT,2017,0,0.128135,0.0438,0,0,210.2751611,1.959468333,245.0971722,0
Kuwait,KWT,2018,0,0.175701389,0.043543889,0,0,211.5223639,2.199916944,243.8667689,0
Kuwait,KWT,2019,0,0.379396111,0.043383333,0,0,230.4342064,2.019391111,230.5450483,0
Kuwait,KWT,2020,0,0.378002222,0.043223889,0,0,206.4520264,0.358813611,211.3730156,0
Latvia,LVA,1965,0,0,0,0,0,0,0,0,0
Latvia,LVA,1966,0,0,0,0,0,0,0,0,0
Latvia,LVA,1967,0,0,0,0,0,0,0,0,0
Latvia,LVA,1968,0,0,0,0,0,0,0,0,0
Latvia,LVA,1969,0,0,0,0,0,0,0,0,0
Latvia,LVA,1970,0,0,0,0,0,0,0,0,0
Latvia,LVA,1971,0,0,0,0,0,0,0,0,0
Latvia,LVA,1972,0,0,0,0,0,0,0,0,0
Latvia,LVA,1973,0,0,0,0,0,0,0,0,0
Latvia,LVA,1974,0,0,0,0,0,0,0,0,0
Latvia,LVA,1975,0,0,0,0,0,0,0,0,0
Latvia,LVA,1976,0,0,0,0,0,0,0,0,0
Latvia,LVA,1977,0,0,0,0,0,0,0,0,0
Latvia,LVA,1978,0,0,0,0,0,0,0,0,0
Latvia,LVA,1979,0,0,0,0,0,0,0,0,0
Latvia,LVA,1980,0,0,0,0,0,0,0,0,0
Latvia,LVA,1981,0,0,0,0,0,0,0,0,0
Latvia,LVA,1982,0,0,0,0,0,0,0,0,0
Latvia,LVA,1983,0,0,0,0,0,0,0,0,0
Latvia,LVA,1984,0,0,0,0,0,0,0,0,0
Latvia,LVA,1985,0,0,0,8.274098889,0,21.10496556,8.44338,67.93238806,0
Latvia,LVA,1986,0,0,0,8.335479444,0,22.07030472,10.65470833,57.17030944,0
Latvia,LVA,1987,0,0,0,10.275105,0,22.95519917,9.755941667,46.47370944,0
Latvia,LVA,1988,0,0,0,8.335479444,0,24.72025556,9.7922275,41.67108444,0
Latvia,LVA,1989,0,0,0,10.01730667,0,24.72025556,7.996788056,41.65625361,0
Latvia,LVA,1990,0,0,0,12.48888889,0,25.685595,8.239855,39.24618694,0
Latvia,LVA,1991,0,0,0,9.097222222,0,24.72025556,7.22223,38.05292,0
Latvia,LVA,1992,0,0,0,7.002777778,0,14.12045222,6.353468889,29.10619167,0
Latvia,LVA,1993,0,0,0,7.988888889,0,8.830014722,5.806858889,26.01438222,0
Latvia,LVA,1994,0,0,0,9.180555556,0,8.830014722,4.368228056,24.65197444,0
Latvia,LVA,1995,0,0,0,8.158333333,0,10.59033917,3.107536111,22.18566083,0
Latvia,LVA,1996,0,0,0.002777778,5.166666667,0,9.705445,2.913315,23.34349333,0
Latvia,LVA,1997,0,0,0.005555556,8.202777778,0,9.705445,2.602793889,20.72615028,0
Latvia,LVA,1998,0,0,0.005555556,11.98888889,0,10.97836778,1.920113056,19.79525417,0
Latvia,LVA,1999,0,0,0.005555556,7.658333333,0,10.51462639,1.483988056,18.43732972,0
Latvia,LVA,2000,0,0,0.013888889,7.830555556,0,12.73396028,1.530508056,15.13917528,0
Latvia,LVA,2001,0,0,0.008277778,7.818344167,0,13.24029,1.428163889,17.66038778,0.003
Latvia,LVA,2002,0,0,0.030161389,6.756129167,0,15.08579167,1.15137,17.53627167,0.01
Latvia,LVA,2003,0,0,0.130769167,6.1733975,0,15.00534667,1.032743889,17.69992083,0.024
Latvia,LVA,2004,0,0,0.132643333,8.416082778,0,16.56219278,0.781536111,18.99778111,0.038
Latvia,LVA,2005,0,0,0.126424167,8.946518889,0,16.08898722,0.940866944,20.11460194,0.042
Latvia,LVA,2006,0,0,0.122956111,7.211635278,0,16.62844139,1.008321111,18.93386111,0.043
Latvia,LVA,2007,0,0,0.140781389,7.259531389,0,16.08898722,1.246736111,20.56502778,0.042
Latvia,LVA,2008,0,0,0.153105556,8.2069875,0,15.75774333,1.235106111,20.18838833,0.045
Latvia,LVA,2009,0,0,0.125925833,9.06929,0,14.45169611,0.996691111,18.39536417,0.048
Latvia,LVA,2010,0,0,0.127760833,9.177914167,0,17.23414444,1.272321944,20.73952111,0.066
Latvia,LVA,2011,0,0.000519444,0.183993889,7.481555,0,15.18043278,1.29093,19.03807639,0.12
Latvia,LVA,2012,0,0.000513889,0.278181944,9.530303056,0,14.27187806,1.031581111,19.01036833,0.288
Latvia,LVA,2013,0,0.000511111,0.304668611,7.455421667,0,14.062125,0.871086944,19.21453889,0.502
Latvia,LVA,2014,0,0.000508333,0.257035833,5.074550833,0,12.637625,0.694543611,19.32119083,0.669
Latvia,LVA,2015,0,0.000505556,0.371875,4.725595278,0,12.7435,0.537771111,20.28120611,0.769
Latvia,LVA,2016,0,0.000961111,0.326923056,6.359911111,0,13.195875,0.47683,20.91813111,0.823
Latvia,LVA,2017,0,0.0011,0.375,10.95155,0,11.963875,0.4652,21.36681583,0.93064
Latvia,LVA,2018,0,0.003163889,0.303310833,6.043373333,0,13.715625,0.55824,19.89394806,0.943715
Latvia,LVA,2019,0,0.007777778,0.381335,5.21876,0,13.118875,0.4652,22.01898528,0.92742
Latvia,LVA,2020,0,0.00775,0.4391475,6.424380833,0,10.731875,0.260958056,19.82576917,0.889059561
Lithuania,LTU,1965,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1966,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1967,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1968,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1969,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1970,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1971,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1972,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1973,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1974,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1975,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1976,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1977,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1978,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1979,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1980,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1981,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1982,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1983,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1984,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1985,0,0,0,1.092573889,26.33225833,40.79189778,9.457701944,102.3819308,0
Lithuania,LTU,1986,0,0,0,1.068021667,27.44938444,40.87845889,11.00723667,85.66669,0
Lithuania,LTU,1987,0,0,0,1.006641111,25.50975889,42.69624111,10.83529889,94.00656167,0
Lithuania,LTU,1988,0,0,0,1.068021667,35.58844611,44.51402306,10.92308861,90.39178528,0
Lithuania,LTU,1989,0,0,0,1.068021667,46.25638667,47.24069639,10.20569611,92.73804361,0
Lithuania,LTU,1990,0,0,0,1.15,47.31388889,54.41444389,9.271436111,88.64613333,0
Lithuania,LTU,1991,0,0,0,0.938888889,47.22222222,56.32874194,10.35535194,97.50745611,0
Lithuania,LTU,1992,0,0,0,0.863888889,40.66111111,32.18021,4.853198889,51.24435083,0
Lithuania,LTU,1993,0,0,0,1.091666667,34.05555556,17.404295,4.3031,44.57831944,0
Lithuania,LTU,1994,0,0,0,1.255555556,21.40555556,20.13501889,3.572736111,41.33185306,0
Lithuania,LTU,1995,0,0,0,1.036111111,32.83888889,23.59610694,2.854001944,37.49481778,0
Lithuania,LTU,1996,0,0,0,0.905555556,38.72777778,25.22663306,2.622565,38.91349806,0
Lithuania,LTU,1997,0,0,0,0.819444444,33.4,23.28791194,2.120148889,38.5456425,0
Lithuania,LTU,1998,0,0,0,1.158333333,37.65,20.39785694,1.84917,44.21773694,0
Lithuania,LTU,1999,0,0,0,1.15,27.39444444,21.08402694,1.578191111,36.40574389,0
Lithuania,LTU,2000,0,0,0,0.9425,23.38611111,24.00780889,1.073448889,28.06077083,0
Lithuania,LTU,2001,0,0,0,0.898295556,31.35616889,24.96612111,0.974593889,32.30992306,0.002
Lithuania,LTU,2002,0,0,0,0.968451667,38.77645167,25.24175194,1.571213056,29.91212583,0.004
Lithuania,LTU,2003,0,0,0,0.885689167,42.18397444,27.38050889,2.029435,28.64582167,0.007
Lithuania,LTU,2004,0,0,0.00325,1.138296111,40.8801275,27.31189194,1.961981111,30.6981775,0.006
Lithuania,LTU,2005,0,0,0.004833333,1.212325833,27.80683556,28.80634694,2.149223889,32.76466278,0.007
Lithuania,LTU,2006,0,0,0.036619444,1.061430833,23.12427667,28.545835,2.91913,32.96341111,0.025
Lithuania,LTU,2007,0,0,0.281828056,1.117218889,26.11864056,33.63512306,2.901685,32.4617925,0.054
Lithuania,LTU,2008,0,0,0.346071389,1.060916111,26.11691,30.19148,2.462071111,35.33960722,0.069
Lithuania,LTU,2009,0,0,0.413719167,1.113132778,28.47132722,25.37200806,1.957328889,30.29568333,0.102
Lithuania,LTU,2010,0,0,0.584049167,1.407975556,0,28.98196,2.40741,31.22279472,0.147
Lithuania,LTU,2011,0,0.000259167,1.230945,1.243643333,0,31.61964389,2.787711111,30.18122778,0.157
Lithuania,LTU,2012,0,0.005916667,1.391166667,1.0877425,0,30.87416111,2.717931111,30.91719222,0.218
Lithuania,LTU,2013,0,0.114698889,1.543057222,1.3343975,0,25.17197194,3.127306944,30.04501583,0.357
Lithuania,LTU,2014,0,0.185778333,1.626452222,1.013383333,0,24.01711306,2.645825,29.44013806,0.3998
Lithuania,LTU,2015,0,0.185431667,2.049866111,0.884404722,0,24.03765,2.121311944,32.18552583,0.4465
Lithuania,LTU,2016,0,0.167233611,2.856553333,1.141464444,0,21.41865,2.149223889,34.99658583,0.4323
Lithuania,LTU,2017,0,0.16625,3.4095,1.506,0,22.28886,2.303903056,36.39948861,0.5036
Lithuania,LTU,2018,0,0.198830278,2.845760278,1.118421111,0,22.38687,2.458581944,38.39896806,0.47
Lithuania,LTU,2019,0,0.225583333,3.712838889,0.855285278,0,21.57156,2.308555,38.34465417,0.5332
Lithuania,LTU,2020,0,0.221484722,3.853871111,0.740397778,0,23.60484,1.808049722,35.93387583,0.611495989
Luxembourg,LUX,1965,0,0,0,0.240033333,0,0,31.71617306,9.832363611,0
Luxembourg,LUX,1966,0,0,0,0.215997222,0,0,28.63771194,11.18957278,0
Luxembourg,LUX,1967,0,0,0,0.243769444,0,0,26.83389889,12.35804389,0
Luxembourg,LUX,1968,0,0,0,0.248977778,0,0,28.76215306,13.64163444,0
Luxembourg,LUX,1969,0,0,0,0.216658333,0,0.02925,30.55549889,15.10454083,0
Luxembourg,LUX,1970,0,0,0,0.239483333,0,0.072950556,31.33005694,16.02329083,0
Luxembourg,LUX,1971,0,0,0,0.135361111,0,0.146538056,28.87263806,16.68126528,0
Luxembourg,LUX,1972,0,0,0,0.159616667,0,1.172303889,28.41557889,17.51691111,0
Luxembourg,LUX,1973,0,0,0,0.140925,0,2.344608056,28.15623,19.46494528,0
Luxembourg,LUX,1974,0,0,0,0.208163889,0,3.150566944,30.01703,17.50473694,0
Luxembourg,LUX,1975,0,0,0,0.179847222,0,3.647525,22.82503806,15.61210972,0
Luxembourg,LUX,1976,0,0,0,0.113316667,0,4.176333056,21.13868806,16.90721806,0
Luxembourg,LUX,1977,0,0,0,0.218402778,0,4.39614,18.21955806,16.63233278,0.013
Luxembourg,LUX,1978,0,0,0,0.207791667,0,4.835753889,19.26276889,16.7499675,0.015
Luxembourg,LUX,1979,0,0,0,0.226822222,0,5.055561111,21.39105889,15.52521694,0.016
Luxembourg,LUX,1980,0,0,0,0.239561111,0,4.449980556,21.22009806,12.98822944,0.015
Luxembourg,LUX,1981,0,0,0,0.256116667,0,3.443643056,17.067025,12.48187667,0.018
Luxembourg,LUX,1982,0,0,0,0.227416667,0,2.857491111,15.71678194,12.34653333,0.018
Luxembourg,LUX,1983,0,0,0,0.224258333,0,2.710953056,14.42236306,11.75856806,0.017
Luxembourg,LUX,1984,0,0,0,0.238633333,0,2.93076,16.41923389,11.77935361,0.019
Luxembourg,LUX,1985,0,0,0,0.193363889,0,3.209821944,16.29711889,12.51787222,0.018
Luxembourg,LUX,1986,0,0,0,0.239141667,0,3.136871389,14.48283889,13.63557056,0.017
Luxembourg,LUX,1987,0,0,0,0.278002778,0,3.574574444,10.43443611,15.45623861,0.022
Luxembourg,LUX,1988,0,0,0,0.255472222,0,3.720475556,10.64028694,15.86575861,0.023
Luxembourg,LUX,1989,0,0,0,0.194622222,0,4.231128889,13.18144194,17.43658444,0.019
Luxembourg,LUX,1990,0,0,0,0.194444444,0,4.981476944,12.79765194,19.12521778,0.012505
Luxembourg,LUX,1991,0,0,0,0.233333333,0,5.179485556,12.17312111,22.28312944,0.013976
Luxembourg,LUX,1992,0,0,0,0.194444444,0,5.398336944,11.46718,22.93274972,0.01177
Luxembourg,LUX,1993,0,0,0,0.186111111,0,5.606766944,11.84864389,22.86836028,0.014712
Luxembourg,LUX,1994,0,0,0,0.238888889,0,5.648453056,10.216955,22.84244056,0.01508
Luxembourg,LUX,1995,0,0,0,0.244444444,0,6.4549125,5.746383056,21.41086694,0.019493
Luxembourg,LUX,1996,0,0,0,0.166666667,0,7.081096389,5.414928056,22.17652444,0.015448
Luxembourg,LUX,1997,0,0,0.008333333,0.230555556,0,7.255865278,3.435501944,23.15890528,0.016919
Luxembourg,LUX,1998,0,0,0.030555556,0.319444444,0,7.326418889,1.143228889,24.09102917,0.017068
Luxembourg,LUX,1999,0,0,0.05,0.236111111,0,7.599461944,1.156021944,25.73942556,0.01885
Luxembourg,LUX,2000,0,0.000111111,0.068730556,0.343066667,0,7.807751667,1.275811111,27.61080222,0.022352
Luxembourg,LUX,2001,0,0.000126944,0.065516111,0.325737778,0,8.6795,1.376991944,29.31097722,0.025873
Luxembourg,LUX,2002,0,0.000161667,0.067119722,0.273455833,0,12.40725,0.857131111,29.86881111,0.027015
Luxembourg,LUX,2003,0,0.003805556,0.071291111,0.216368611,0,12.5595,0.658258056,32.06685056,0.034151
Luxembourg,LUX,2004,0,0.024888889,0.106653333,0.281685556,0,13.908,0.924585,36.371385,0.042575
Luxembourg,LUX,2005,0,0.047605278,0.140548611,0.249994167,0,13.68004583,0.902488056,37.35665833,0.046163
Luxembourg,LUX,2006,0,0.056436667,0.154993889,0.297531944,0,14.30931028,1.076938056,35.52233,0.055216
Luxembourg,LUX,2007,0,0.055518333,0.170759722,0.309989722,0,13.35653389,0.911791944,34.57503167,0.062667
Luxembourg,LUX,2008,0,0.052876944,0.15994,0.348748056,0,12.714175,0.871086944,34.84931083,0.069648
Luxembourg,LUX,2009,0,0.053298056,0.166516111,0.277664167,0,12.93793806,0.778046944,32.62504667,0.078185
Luxembourg,LUX,2010,0,0.055140556,0.143621389,0.280711111,0,13.91630389,0.77921,34.16721139,0.08414
Luxembourg,LUX,2011,0,0.066714722,0.165983333,0.163262222,0,12.00527583,0.679191944,34.88954889,0.092979
Luxembourg,LUX,2012,0,0.098592222,0.199533611,0.253202222,0,12.22372167,0.624531111,33.66671389,0.094011
Luxembourg,LUX,2013,0,0.188786944,0.212569167,0.305168056,0,10.34957056,0.557076944,33.107665,0.094211
Luxembourg,LUX,2014,0,0.241107222,0.203277222,0.274310833,0,9.805904444,0.620948889,31.91337528,0.115225
Luxembourg,LUX,2015,0,0.262389444,0.257651111,0.251086389,0,8.942739167,0.571451667,31.35911028,0.125964
Luxembourg,LUX,2016,0,0.252203611,0.255216389,0.290234722,0,8.247018333,0.609225833,31.31986028,0.140018
Luxembourg,LUX,2017,0,0.2711575,0.5870575,0.2141225,0,8.061143056,0.527199444,32.76902167,0.17138
Luxembourg,LUX,2018,0,0.297562222,0.632715556,0.230588611,0,7.950632778,0.489983611,34.66864583,0.217402
Luxembourg,LUX,2019,0,0.322861389,0.6965175,0.264744722,0,7.955588056,0.495635833,35.06097583,0.277679
Luxembourg,LUX,2020,0,0.509384722,0.860795278,0.231097222,0,7.329325556,0.483653889,27.56686194,0.385154203
Malaysia,MYS,1965,0,0,0,1.630555556,0,0,0.17445,27.11829278,0
Malaysia,MYS,1966,0,0,0,1.922222222,0,0,0.2326,31.59522528,0
Malaysia,MYS,1967,0,0,0,2.013888889,0,0,0.13956,31.96448528,0
Malaysia,MYS,1968,0,0,0,2.233333333,0,0,0.13956,32.40420056,0
Malaysia,MYS,1969,0,0,0,2.816666667,0,0,0.17445,33.43582722,0
Malaysia,MYS,1970,0,0,0,3.338888889,0,0.08141,0.18608,36.89184806,0
Malaysia,MYS,1971,0,0,0,2.905555556,0,0.828745278,0.47683,40.40332861,0
Malaysia,MYS,1972,0,0,0,3.205555556,0,1.160504167,1.20952,44.89102111,0
Malaysia,MYS,1973,0,0,0,3.077777778,0,1.160504167,1.15137,48.86818833,0
Malaysia,MYS,1974,0,0,0,2.794444444,0,2.419251389,1.15137,48.69629056,0
Malaysia,MYS,1975,0,0,0,2.791666667,0,2.916249722,0.10467,51.37039972,0
Malaysia,MYS,1976,0,0,0,2.633333333,0,3.471751944,0.1163,57.30568056,0
Malaysia,MYS,1977,0,0,0,2.136111111,0,3.176742778,0.12793,65.14693472,0
Malaysia,MYS,1978,0,0,0,2.510973889,0,23.50423,0.27912,70.55255639,0
Malaysia,MYS,1979,0,0,0,3.065344722,0,29.24945,0.39542,85.69590611,0
Malaysia,MYS,1980,0,0,0,3.913206111,0,26.01631,0.5815,96.8952075,0
Malaysia,MYS,1981,0,0,0,4.337136667,0,21.87603,1.08159,103.3767358,0
Malaysia,MYS,1982,0,0,0,4.174086667,0,27.53984,0.98855,108.153335,0
Malaysia,MYS,1983,0,0,0,4.8588975,0,38.59997,2.57023,115.8062686,0
Malaysia,MYS,1984,0,0,0,9.587355,0,47.82256,2.77957,113.8054331,0
Malaysia,MYS,1985,0,0,0,10.46782639,0,46.18273,3.70997,113.6079006,0
Malaysia,MYS,1986,0,0,0,11.44612806,0,71.66406,2.75631,109.1764075,0
Malaysia,MYS,1987,0,0,0,13.79405167,0,71.48961,3.80301,112.0683717,0
Malaysia,MYS,1988,0,0,0,15.913705,0,72.93173,3.0238,121.6405253,0
Malaysia,MYS,1989,0,0,0,14.70713306,0,83.51503,13.92111,126.2790806,0
Malaysia,MYS,1990,0,0,0,11.1852475,0,79.09563,15.41106667,151.6783542,0
Malaysia,MYS,1991,0,0,0,12.35920944,0,117.60256,18.15391111,163.5372664,0
Malaysia,MYS,1992,0,0,0,11.90555556,0,127.80207,19.06044444,178.1361014,0
Malaysia,MYS,1993,0,0,0,13.48055556,0,125.51096,15.93406667,196.4347283,0
Malaysia,MYS,1994,0,0,0,18.00833333,0,130.32578,17.70064444,217.5090708,0
Malaysia,MYS,1995,0,0,0,17.27222222,0,135.36157,19.39748889,227.75373,0
Malaysia,MYS,1996,0,0,0,14.4,0,162.94793,19.49046667,249.4675583,0
Malaysia,MYS,1997,0,0,0,11.59166667,0,202.29222,18.85124444,286.5614781,0
Malaysia,MYS,1998,0,0,0,12.38055556,0,204.39725,20.11806667,245.8954747,0
Malaysia,MYS,1999,0,0,0,20.97777778,0,232.64652,22.54711111,270.4287636,0
Malaysia,MYS,2000,0,0,0,19.42777778,0,287.54012,28.89284444,272.3349625,0.570903
Malaysia,MYS,2001,0,0,0,16.74058444,0,277.09638,34.52962222,284.0720094,0.574094
Malaysia,MYS,2002,0,0,0,14.84758056,0,280.88776,42.32813333,317.5126536,0.4044
Malaysia,MYS,2003,0,0,0,13.86698722,0,302.65912,61.78373333,334.7322497,0.4165
Malaysia,MYS,2004,0,0,0,15.08614639,0,326.94256,77.07857778,340.6456142,0.57636
Malaysia,MYS,2005,0,0,0,16.15806972,0,373.73005,80.06548889,340.6636608,0.5925
Malaysia,MYS,2006,0,0,0,16.90110056,0,388.63971,84.81897778,351.8623342,0.623964
Malaysia,MYS,2007,0,0,0,15.82328139,0,404.01457,102.8218,375.1998903,0.759773
Malaysia,MYS,2008,0,0,0,20.60854028,0,435.49698,113.6885778,359.8687753,0.796761
Malaysia,MYS,2009,0,0,0,18.07561722,0,400.22319,123.4628667,357.7287922,1.393368
Malaysia,MYS,2010,0,0,0,16.58542944,0,380.23122,171.7415778,359.0066183,1.2629545
Malaysia,MYS,2011,0,0,0,20.87682917,0,383.17361,171.6834667,384.1303506,1.5375349
Malaysia,MYS,2012,0,0.018027778,0,23.82833333,0,420.15701,184.5841333,401.8233494,1.5016624
Malaysia,MYS,2013,0,0.360993889,0,30.207515,0,445.67323,175.1120222,427.9246161,1.10359
Malaysia,MYS,2014,0,0.577694722,0,34.0712575,0,447.09209,178.4824667,428.9413006,0.693
Malaysia,MYS,2015,0,0.690625,0,35.22440472,0,468.39825,202.2964,397.143605,0.751
Malaysia,MYS,2016,0,0.779585833,0,50.35621306,0,449.92981,217.8469333,443.2695619,0.76
Malaysia,MYS,2017,0,0.825,0,67.115,0,450.44153,241.4051778,419.66529,0.765
Malaysia,MYS,2018,0,1.570760278,0,65.42763167,0,446.77808,258.9431111,420.8890375,1.351
Malaysia,MYS,2019,0,1.791478056,0,63.80465472,0,446.9800619,265.2325939,442.9663567,1.906419795
Malaysia,MYS,2020,0,3.020850556,0,50.08981167,0,381.5220239,315.7514936,382.5734372,1.924401376
Mexico,MEX,1965,0,0,0,24.61944444,0,80.64688611,8.022222222,178.4483119,0
Mexico,MEX,1966,0,0,0,28.10555556,0,85.11341833,8.556944444,186.9939661,0
Mexico,MEX,1967,0,0,0,30.60277778,0,73.19650806,10.49944444,200.2763442,0
Mexico,MEX,1968,0,0,0,35.11666667,0,78.59208694,11.00638889,217.7839,0
Mexico,MEX,1969,0,0,0,37.23888889,0,97.47053333,11.15694444,230.1584486,0
Mexico,MEX,1970,0,0,0,41.68055556,0,99.67501694,12.5125,247.474725,0
Mexico,MEX,1971,0,0,0,40.47777778,0,103.5945086,15.70861111,262.4367722,0
Mexico,MEX,1972,0,0,0,43.14166667,0,110.7796711,17.36166667,295.5130947,0
Mexico,MEX,1973,0,0,0,45.475,0,122.74594,18.6125,316.2455964,0.161
Mexico,MEX,1974,0,0,0,46.41111111,0,129.1470303,20.5625,357.2521917,0.463
Mexico,MEX,1975,0,0,0,42.17222222,0,131.3903411,23.61833333,394.2110919,0.518
Mexico,MEX,1976,0,0,0,47.93055556,0,128.8549272,18.125,434.2363328,0.579
Mexico,MEX,1977,0,0,0,53.31388889,0,135.9985961,26.07,448.2031431,0.592
Mexico,MEX,1978,0,0,0,45.04722222,0,171.0586456,27.18138889,504.6194408,0.598
Mexico,MEX,1979,0,0,0,50.02222222,0,207.6546544,26.70305556,541.5423106,1.019
Mexico,MEX,1980,0,0,0,46.97222222,0,223.0171381,27.03805556,603.6693925,0.915
Mexico,MEX,1981,0,0,0,68.38333333,0,241.7915728,23.89888889,660.8605478,0.964
Mexico,MEX,1982,0,0,0,63.67777778,0,259.9564444,28.62111111,684.2733264,1.296
Mexico,MEX,1983,0,0,0,57.59166667,0,268.1980519,32.58416667,666.7177383,1.353
Mexico,MEX,1984,0,0,0,65.56388889,0,268.5838928,32.67694444,705.7309381,1.424
Mexico,MEX,1985,0,0,0,78.96469917,0,275.2785086,35.42166667,734.980385,1.641
Mexico,MEX,1986,0,0,0,59.15972222,0,244.9216467,39.0575,744.0882294,3.394
Mexico,MEX,1987,0,0,0,53.56998444,0,249.2432358,37.77277778,780.3210344,4.418
Mexico,MEX,1988,0,0,0,60.65586417,0,253.5961753,35.75055556,778.4027056,4.633
Mexico,MEX,1989,0,0,0,70.42831778,1.033333333,247.9642367,39.57333333,832.998855,4.675
Mexico,MEX,1990,0,0.002777778,0.002777778,68.00262333,8.158333333,268.1751792,39.24111111,870.0009572,5.124
Mexico,MEX,1991,0,0.005555556,0.002777778,62.84795528,11.78333333,282.36115,37.955,905.9037583,5.832512475
Mexico,MEX,1992,0,0.008333333,0.002777778,74.48248444,10.88611111,282.3948533,38.3825,916.0212136,6.365522981
Mexico,MEX,1993,0,0.011111111,0.002777778,74.04147389,13.69722222,283.2650853,43.2925,914.3167278,6.49976067
Mexico,MEX,1994,0,0.013888889,0.013888889,56.30922056,11.775,301.0300069,52.31833333,985.4803753,6.2185254
Mexico,MEX,1995,0,0.013888889,0.019444444,76.66296306,23.45277778,306.9023408,58.25861111,918.5909783,6.414443481
Mexico,MEX,1996,0,0.016666667,0.016666667,87.04521611,21.88333333,312.7829361,66.79972222,940.1463536,6.184555154
Mexico,MEX,1997,0,0.016666667,0.033333333,73.22804778,29.04444444,314.3739531,66.86416667,970.7955544,5.883246225
Mexico,MEX,1998,0,0.019444444,0.041666667,68.31373444,25.73611111,334.7900264,68.34777778,1021.907489,6.138586032
Mexico,MEX,1999,0,0.019444444,0.047222222,90.86755556,27.78333333,337.9087406,69.5475,1012.542932,6.060001313
Mexico,MEX,2000,0.908378599,0.019444444,0.052777778,91.87466667,22.83611111,359.1330369,76.18694444,1060.412368,6.358645108
Mexico,MEX,2001,0.925168321,0.022083333,0.049675278,78.474125,24.08149361,361.9052422,83.67358306,1042.809529,6.247497045
Mexico,MEX,2002,0.867291976,0.021944444,0.057580556,68.16887583,26.72460639,410.6882442,140.1058006,997.226175,6.071060368
